run_id,date_utc,test_type,pool,suite_version,scenario_count,romhack_commit,rom_hash,access_mode,opponent_model,action_quality,mechanics_accuracy,reasoning_quality,risk_management,calibration,weighted_score,top_move_agreement,acceptable_move_agreement,severe_blunders,mechanics_errors,state_errors,hidden_info_errors,illegal_action_errors,earliest_error_turn,wins,battles,sim_win_rate,confidence_interval,notes_artifact,next_study_target
replay_turn_pause_006_spinner_poison_pivot_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-907668_turns_7_11_spinner_poison_pivot,9,unknown,unknown,spectator_public_turn_pause_hidden_future_turns_1_6_excluded,expert_replay_actual_move_weak_oracle,,,,,,,4/9,5/9,0,0,0,0,0,9,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_006_spinner_poison_pivot_smogtours-gen2ou-907668_2026-05-14.md","Study poisoned-spinner pivots and unseen normal-resist branches before continuing hazard/spin loops"
replay_turn_pause_007_electric_handoff_overcorrection_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-907668_turns_12_18_electric_handoff_overcorrection,13,unknown,unknown,spectator_public_turn_pause_hidden_future_turns_1_11_known,expert_replay_actual_move_weak_oracle,,,,,,,4/13,7/13,0,0,0,0,0,13,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_007_electric_handoff_overcorrection_smogtours-gen2ou-907668_2026-05-14.md","Study support cash-out versus handoff: before predicting Explosion ask which recurring teammate gets a better board by entering instead"
replay_turn_pause_008_cashout_handoff_fresh_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-907674_turns_1_8_cashout_handoff,16,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_replay,expert_replay_actual_move_weak_oracle,,,,,,,6/16,9/16,0,0,0,0,0,2,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_008_cashout_handoff_fresh_smogtours-gen2ou-907674_2026-05-14.md","Extract or drill support cash-out vs handoff: status/phazing/recurring teammate before Explosion"
replay_turn_pause_009_pta057_cashout_handoff_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-928699_turns_1_13_pta057_cashout_handoff,25,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_round12_replay,expert_replay_actual_move_weak_oracle,,,,,,,3/25,12/25,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_009_pta057_cashout_handoff_smogtours-gen2ou-928699_2026-05-14.md","PTA-057 second-stage drill: after support lands, re-rank handoff/preserve before declaring Explosion forced"
replay_turn_pause_010_pta057_regression_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-928703_turns_1_20_pta057_regression,38,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_round12_replay,expert_replay_actual_move_weak_oracle,,,,,,,10/38,18/38,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_010_pta057_regression_smogtours-gen2ou-928703_2026-05-14.md","PTA-057 partial correction: no Explosion overcall, but overfit into Rapid Spin/support-action ordering errors"
replay_turn_pause_011_support_choice_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-928706_turns_1_19_support_choice,37,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_round12_replay,expert_replay_actual_move_weak_oracle,,,,,,,14/37,23/37,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_011_support_choice_smogtours-gen2ou-928706_2026-05-14.md","Support-choice drill: improved support-action selection, still missed handoff timing and Charizard Roar/Toxic identity"
replay_turn_pause_012_pta058_boundary_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-930765_turns_1_12_pta058_boundary,24,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_round13_replay,expert_replay_actual_move_weak_oracle,,,,,,,11/24,12/24,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_012_pta058_boundary_smogtours-gen2ou-930765_2026-05-14.md","PTA-058 boundary: early support-choice improved, but undercalled correct Steelix/Cloyster cash-out after support job completed"
replay_turn_pause_013_pta058_preserve_boundary_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-933556_turns_1_12_pta058_preserve_boundary,24,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_round13_replay,expert_replay_actual_move_weak_oracle,,,,,,,11/24,16/24,1,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_013_pta058_preserve_boundary_smogtours-gen2ou-933556_2026-05-14.md","PTA-058 defense boundary: called opponent cash-out but failed to preserve healthy Snorlax with lower-value absorber"
replay_turn_pause_014_pta058_handoff_defense_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-935045_turns_1_16_pta058_handoff_defense,32,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_recent_replay_search,expert_replay_actual_move_weak_oracle,,,,,,,11/32,16/32,0,0,0,0,0,2,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_014_pta058_handoff_defense_smogtours-gen2ou-935045_2026-05-14.md","PTA-058 regression: cash-out defense improved later, but early status-to-Rest handoff was missed by overcalling Exeggutor Explosion"
replay_turn_pause_015_support_status_followup_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-935022_turns_1_19_support_status_followup,35,unknown,unknown,spectator_public_turn_pause_hidden_future_fresh_recent_replay_search,expert_replay_actual_move_weak_oracle,,,,,,,12/35,16/35,1,0,1,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_015_support_status_followup_smogtours-gen2ou-935022_2026-05-14.md","PTA-058 support-status follow-up: got Toxic -> Spikes -> Explosion order, but missed Focus Energy/Counter and Nidoking EQ KO branch pricing"
focus_energy_counter_branch_regression_001_2026_05_14,2026-05-14,post_oracle_regression,vanilla_gsc_replay,smogtours-gen2ou-935022_focus_energy_counter_branch_regression,5,unknown,unknown,post_oracle_known_outcome_regression,expert_replay_actual_move_weak_oracle,,,,,,,0/5_complete_branch_bundles,2/5_partial_branch_bundles,1,0,1,0,0,8,0,0,,,"docs/pokemon_mastery/quick_tests/focus_energy_counter_branch_regression_001_smogtours-gen2ou-935022_2026-05-14.md","Fresh unrelated replay drill at first revealed setup or punishment move; score re-solve quality only"
replay_turn_pause_016_baton_pass_resolve_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934428_turns_4_11_baton_pass_resolve,15,unknown,unknown,spectator_public_turn_pause_hidden_future_turns_1_3_context,expert_replay_actual_move_weak_oracle,,,,,,,7/15,11/15,0,0,0,0,0,5,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_016_baton_pass_resolve_smogtours-gen2ou-934428_2026-05-14.md","Sleep-route drill: Snorlax/Exeggutor/absorber initiative after Baton Pass pivot"
replay_turn_pause_017_sleep_route_marowak_continuation_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934428_turns_12_24_sleep_route_marowak,22,unknown,unknown,spectator_public_turn_pause_hidden_future_turns_1_11_known,expert_replay_actual_move_weak_oracle,,,,,,,15/22,18/22,1,0,0,0,0,12,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_017_sleep_route_marowak_continuation_smogtours-gen2ou-934428_2026-05-14.md","Construct 6-scenario sleeping-absorber preserve/attack/switch/trade probe with wake-Explosion branch"
sleep_clause_absorber_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,sleep_clause_absorber_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6,6/6,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/sleep_clause_absorber_probe_001_2026-05-14.md","Fresh unseen replay segment: stop at first sleep absorption and score switch-out/Sleep Talk/Explosion-utility branches"
replay_turn_pause_018_sleep_clause_absorber_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934335_turns_6_8_sleep_clause_absorber,5,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_sleep_move,expert_replay_actual_move_weak_oracle,,,,,,,3/5,5/5,0,0,0,0,0,7,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_018_sleep_clause_absorber_fresh_smogtours-gen2ou-934335_2026-05-14.md","Fresh sleep absorber drill where sleeping target first stays into low-punish active then switches under direct pressure"
replay_turn_pause_019_sleeper_later_job_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934335_turns_17_24_sleeper_later_job,16,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_sleep_move_continuation,expert_replay_actual_move_weak_oracle,,,,,,,3/16,7/16,0,0,0,0,0,17,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_019_sleeper_later_job_smogtours-gen2ou-934335_2026-05-14.md","Construct 6-prompt sleeping-piece-still-has-a-job probe: Sleep Talk Heal Bell phaze bait coverage absorber wake-and-act hazard-removal preservation"
sleeping_piece_later_job_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,sleeping_piece_later_job_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/sleeping_piece_later_job_probe_001_2026-05-14.md","Fresh unseen replay segment with RestTalk or Heal Bell; score transfer of sleeping-piece-still-has-a-job prompts"
replay_turn_pause_020_sleeper_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-935572_turns_12_23_sleeper_transfer,23,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_sleep_talk_and_induced_sleep,expert_replay_actual_move_weak_oracle,,,,,,,11/23,16/23,0,0,0,0,0,14,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_020_sleeper_transfer_smogtours-gen2ou-935572_2026-05-14.md","Fresh cash-out-threshold rep into sleeping targets: steady pressure vs wake absorber vs Explosion/Self-Destruct"
sleeping_target_cashout_threshold_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,sleeping_target_cashout_threshold_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/sleeping_target_cashout_threshold_probe_001_2026-05-14.md","Fresh replay segment at first sleeping target with one-time trade available; score cash-out threshold transfer"
replay_turn_pause_021_cashout_threshold_partial_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934904_turns_8_14_cashout_threshold_partial,14,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_sleep_and_one_time_trade_turns_1_2_context_known,expert_replay_actual_move_weak_oracle,,,,,,,7/14,10/14,1,0,0,0,0,14,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_021_cashout_threshold_partial_smogtours-gen2ou-934904_2026-05-14.md","Narrow transfer: sleeping target plus one-time trade target identification; Snorlax Self-Destruct into passed receiver"
selfdestruct_receiver_branch_regression_001_2026_05_14,2026-05-14,post_oracle_regression,vanilla_gsc_replay,smogtours-gen2ou-934904_turn14_selfdestruct_receiver_branch,3,unknown,unknown,post_oracle_known_outcome_regression,expert_replay_actual_move_weak_oracle,,,,,,,3/3_branch_bundles,3/3_acceptable_action_bundles,0,0,0,0,0,14,0,0,,,"docs/pokemon_mastery/quick_tests/selfdestruct_receiver_branch_regression_001_smogtours-gen2ou-934904_2026-05-14.md","Fresh replay segment at first Agility/Baton Pass receiver; price Self-Destruct Explosion phazing and immediate attack before boost"
replay_turn_pause_022_receiver_counterplay_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-935551_turns_5_14_receiver_counterplay_transfer,16,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_baton_pass_agility_one_time_trade,expert_replay_actual_move_weak_oracle,,,,,,,12/16,15/16,0,0,0,0,0,6,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_022_receiver_counterplay_transfer_smogtours-gen2ou-935551_2026-05-14.md","Fresh receiver segment with revealed setup; next test should include revealed phazing or Explosion before pass resolves"
replay_turn_pause_023_receiver_phaze_counterplay_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-933853_turns_1_14_receiver_phaze_counterplay,28,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_baton_pass_agility_setup_phazing,expert_replay_actual_move_weak_oracle,,,,,,,17/28,24/28,0,0,0,0,0,3,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_023_receiver_phaze_counterplay_smogtours-gen2ou-933853_2026-05-14.md","Constructed post-phaze receiver-map probe: coverage punish, auto-switch, re-pass, sacrifice, absorber switch, immediate attack"
post_phaze_receiver_map_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,post_phaze_receiver_map_probe_001,6,unknown,unknown,constructed_side_known_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/post_phaze_receiver_map_probe_001_2026-05-14.md","Fresh unseen replay segment where phaze or Roar exposes a non-obvious attacker; price coverage possibility without treating unrevealed moves as fact"
route_trade_active_pressure_probe_001_2026_05_14,2026-05-14,post_oracle_regression,vanilla_gsc_replay,smogtours-gen2ou-934329_turns_2_21_active_route_trades,6,unknown,unknown,post_oracle_known_outcome_regression,expert_replay_actual_move_weak_oracle,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,2,0,0,,,"docs/pokemon_mastery/quick_tests/route_trade_active_pressure_probe_001_smogtours-gen2ou-934329_2026-05-14.md","Fresh unseen replay segment with early Snorlax Self-Destruct or Exeggutor/Cloyster Explosion pressure; transfer active-route trade threshold without overcalling blind Explosion"
replay_turn_pause_024_route_trade_threshold_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934148_turns_1_9_route_trade_threshold,18,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_explosion_self_destruct_standard_pieces,expert_replay_actual_move_weak_oracle,,,,,,,7/18,13/18,0,0,0,0,0,3,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_024_route_trade_threshold_smogtours-gen2ou-934148_2026-05-14.md","Smaller transfer probe: Toxic first vs Spikes first vs absorber pivot vs immediate Explosion into boosting Snorlax or active Electric"
route_trade_timing_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,route_trade_timing_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/route_trade_timing_probe_001_2026-05-14.md","Fresh unseen replay segment with Cloyster or Forretress against boosting Snorlax; test route-trade timing ladder under real turn pressure"
replay_turn_pause_025_route_trade_timing_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934874_turns_22_25_route_trade_timing_transfer,8,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_route_trade_timing,expert_replay_actual_move_weak_oracle,,,,,,,4/8,6/8,0,0,0,0,0,22,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_025_route_trade_timing_transfer_smogtours-gen2ou-934874_2026-05-14.md","Final-gate regression: after Toxic and Spikes, choose Explosion vs preservation vs double-switch when absorber branch exists"
route_trade_final_gate_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,route_trade_final_gate_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/route_trade_final_gate_probe_001_2026-05-14.md","Fresh replay or paused-turn segment where low exploder has already delivered support; test final-gate questions against automatic Explosion overcall"
replay_turn_pause_026_hazard_spinblock_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934842_turns_1_15_hazard_spinblock_transfer,30,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_final_gate_but_target_shifted_to_hazard_control,expert_replay_actual_move_weak_oracle,,,,,,,17/30,25/30,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_026_hazard_spinblock_transfer_smogtours-gen2ou-934842_2026-05-14.md","Fresh final-gate Explosion target or spinblock-transfer probe if next replay again shifts toward hazard control"
spinblock_route_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,spinblock_route_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/spinblock_route_probe_001_2026-05-14.md","Fresh unseen replay segment with Spikes up, active spinner, and plausible Gengar or Misdreavus; test naming the spinblock branch before Rapid Spin"
replay_turn_pause_027_spinblock_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934144_turns_4_12_spinblock_transfer,18,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_spikes_spinblock_starmie_gengar,expert_replay_actual_move_weak_oracle,,,,,,,9/18,14/18,0,0,0,0,0,5,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_027_spinblock_transfer_smogtours-gen2ou-934144_2026-05-14.md","Fresh statused-spinner handoff replay segment; test Spikes vs Rapid Spin vs direct pressure after spinner is poisoned or paralyzed"
replay_turn_pause_028_statused_spinner_handoff_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934149_turns_4_16_statused_spinner_handoff,26,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_spikes_spin_status_handoff,expert_replay_actual_move_weak_oracle,,,,,,,13/26,16/26,0,0,0,0,0,5,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_028_statused_spinner_handoff_smogtours-gen2ou-934149_2026-05-14.md","Construct 6-scenario statused-spinner handoff regression: support mirror vs pressure handoff vs phaze/direct attack/delayed reset"
statused_spinner_handoff_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,statused_spinner_handoff_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/statused_spinner_handoff_probe_001_2026-05-14.md","Fresh unseen replay segment with statused spinner or setter; test handoff checklist without overcorrecting away from necessary Spin or first-layer Spikes"
replay_turn_pause_029_spin_vs_setup_handoff_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-935409_turns_17_26_spin_vs_setup_handoff,18,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_spikes_spin_status_handoff,expert_replay_actual_move_weak_oracle,,,,,,,5/18,8/18,0,0,0,0,0,17,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_029_spin_vs_setup_handoff_smogtours-gen2ou-935409_2026-05-14.md","Construct spin-vs-setup handoff regression: spinner can remove Spikes but pressure piece may prefer setup/attack/Rest/phaze/sacrifice over spinblock"
spin_vs_setup_handoff_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,spin_vs_setup_handoff_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/spin_vs_setup_handoff_probe_001_2026-05-14.md","Fresh unseen replay segment with active spinner and live pressure piece; price both spinblock and pressure handoff without overcorrecting"
replay_turn_pause_030_spinblock_pressure_boundary_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-934312_turns_6_25_spinblock_pressure_boundary,39,unknown,unknown,spectator_public_turn_pause_hidden_future_candidate_screened_spikes_spin_pressure_boundary,expert_replay_actual_move_weak_oracle,,,,,,,20/39,27/39,0,0,0,0,0,8,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_030_spinblock_pressure_boundary_smogtours-gen2ou-934312_2026-05-14.md","Construct pressure-move taxonomy regression for hazard turns: direct damage, setup, Rest, phaze, sacrifice, and spinblock"
hazard_pressure_move_taxonomy_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,hazard_pressure_move_taxonomy_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/hazard_pressure_move_taxonomy_probe_001_2026-05-14.md","Fresh unseen replay segment with hazard-control turn; score six-class pressure taxonomy before reveal"
replay_turn_pause_031_hazard_pressure_taxonomy_transfer_2026_05_14,2026-05-14,replay_turn_pause,vanilla_gsc_replay,smogtours-gen2ou-866835_turns_1_25_hazard_pressure_taxonomy_transfer,50,unknown,unknown,spectator_public_turn_pause_hidden_future_broad_count_candidate_screened_spikes_spin_starmie_misdreavus_cloyster,expert_replay_actual_move_weak_oracle,,,,,,,25/50,32/50,0,0,0,0,0,1,0,0,,,"docs/pokemon_mastery/quick_tests/replay_turn_pause_031_hazard_pressure_taxonomy_transfer_smogtours-gen2ou-866835_2026-05-14.md","Construct or run spin-vs-damage boundary probe: direct damage vs clean Rapid Spin after Ghost/Blissey branch pricing"
spin_vs_damage_boundary_probe_001_2026_05_14,2026-05-14,constructed_quick_probe,vanilla_gsc_policy,spin_vs_damage_boundary_probe_001,6,unknown,unknown,constructed_nonblind_policy_regression,policy_answer_key,,,,,,,6/6_action_policy_hits,6/6_branch_bundle_hits,0,0,0,0,0,,0,0,,,"docs/pokemon_mastery/quick_tests/spin_vs_damage_boundary_probe_001_2026-05-14.md","Fresh unseen replay segment with Starmie or Cloyster active; score direct damage vs clean Rapid Spin vs status vs Ghost entry before reveal"
